Id,Title,Body,Tags
41,implementing Static library in New iphone App,"<p>I have created a static library libTest.a.</p>

<ol>
<li>i am added that library into my new project.</li>
<li>After that i added the header search path and Library search path.</li>
<li><p>And i added -ObjC -all_load in OtherlinkerFlag.</p>

<p>In Simulator everything works fine... In device i am facing a error  ""_OBJC_CLASS_$_Test"", referenced from:
How to fix this issue ? Pls help me.. </p></li>
</ol>
",iphone xcode
42,Safari only displays PHP code - Firefox asks which app to display same,"<p>Aloha everyone,</p>

<p>I have a class assignment in which I am tasked to build a MySql database, then use PHP to retrieve the contents of the table in the database.  When I attempt to open this in Safari, it only outputs the HTML/PHP code.  Firefox, on the other hand, pops up a window asking me to select an application to work with the code.  Here is the code itself.  Can anyone see where my error lies and/or point me in the right direction to get this actually interpreted and display correctly?  Any and all assistance will be greatly appreciated.</p>

<pre><code>&lt;html&gt;
 &lt;head&gt;
  &lt;title&gt;iBud's Sizzling Tracks!&lt;/title&gt;
 &lt;/head&gt;
 &lt;body&gt;
 &lt;?php
  $con = mysql_connct(""localhost"",""*****"",""**************"");
  if (!$con) {
    die('Could not connect: ' . mysql_error());
    }

  mysql_select_db(""music"", $con);

  $result = mysql_query(""SELECT * FROM songs"");

  echo ""&lt;table border='1'&gt;
  &lt;tr&gt;
  &lt;th&gt;Song Number&lt;/th&gt;
  &lt;th&gt;Song Title&lt;/th&gt;
  &lt;th&gt;Artist&lt;/th&gt;
  &lt;th&gt;Rating&lt;/th&gt;
  &lt;/tr&gt;"";

  while ($row = mysql_fetch_array($result)) {
    echo ""&lt;tr&gt;"";
    echo ""&lt;td&gt;"" . $row['songNumber'] . ""&lt;/td&gt;"";
    echo ""&lt;td&gt;"" . $row['songTitle'] . ""&lt;/td&gt;"";
    echo ""&lt;td&gt;"" . $row['artistName'] . ""&lt;/td&gt;"";
    echo ""&lt;td&gt;"" . $row['rating'] . ""&lt;/td&gt;"";
    echo ""&lt;/tr&gt;"";
    }
  echo ""&lt;/table&gt;"";

  mysql_close($con);
  ?&gt;
 &lt;/body&gt;
&lt;/html&gt;
</code></pre>
",php firefox safari
43,High load on X3220 Quad Core Linux Apache server,"<p>I'm seriously in need of help.  My sites are now nearly impossible to use because of massive loads on my server.  I'm already a month late on my mortgage and this really isn't helping my situation.  I've been working on fixing this intermittent load problem for months (never this bad). </p>

<p>I'm suspecting some kind of attack since I'm under DDOS attack a lot!  I've been trying to figure out what is causing the load but I'm afraid I just don't have the experience or knowledge to understand all the data I've been looking at.  I don't even know where to begin or how to test for the large array of attacks out there.</p>

<p>Here's some data you might find useful...</p>

<p>Server:  Xeon X3220 Quad Core 2.4 GHz - Linux, FreeBSD 500 GB HD and 8 Gig of Ram.  Runs Centos release 5.7
Server Version: Apache/2.2.21 (Unix) mod_ssl/2.2.21 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 FrontPage/5.0.2.2635 mod_qos/9.74</p>

<p>Warning:  All sites are softcore adult sites - mostly fantasy art like elves and amazons.</p>

<p>1)  Sites may run fine for weeks or just days at less than 10 load then start jumping to 40-80 load - no idea why.  Same sites, same mods, same amount of traffic - just WHAM!</p>

<p>2) I get an email almost every day that says:  ""Large Number of Failed Login Attempts from IP (different each time)"".  My webhost (who almost never helps me) told me it was a udp flood or something.</p>

<p>3) I've changed the port for MySQL from the default.  If I ever put it back to the default - I get Loads of over 100 from what must be a constant mysql port flood.</p>

<p>4)  I've reconfigured MYSQL.  Link:  <a href=""http://www.deadlyamazons.com/logs/mycnf.txt"" rel=""nofollow"">http://www.deadlyamazons.com/logs/mycnf.txt</a></p>

<p>5) I have 3 Joomla Jomsocial networks.  I've spent a couple weeks turning all the mods/plugins off, waiting a day and then turning them back on the next day or later if there isn't any change (there hasn't been).  For example, on Thursday I'll turn off videos, on Friday I'll turn off chat.. etc and nothing changes the load appreciably.   </p>

<p>6) Joomla info:  All SEF turned off - sh404sef completely disabled and removed.  Components: Joomla 1.5.22, Jomsocial 2.0.5, Kunena 1/31/2011, HWDMediashare 11/22/2010  and JBolo Chat 2.7.3, Comet Chat or Envolve Chat.   Page Compression is on, Cache is on 15 mins.  </p>

<p>Please click on this forum to see links to all my reports:  <a href=""http://forum.joomla.org/viewtopic.php?f=433&amp;t=706035&amp;p=2777500#p2777500"" rel=""nofollow"">http://forum.joomla.org/viewtopic.php?f=433&amp;t=706035&amp;p=2777500#p2777500</a></p>

<p>4/9/12 - Added this part:      </p>

<p>Hi guys
I'm back with some more info about my poor server.  The server is currently limping along with a load of between 20 and 60 averaging about 30.</p>

<p>I'll add an incentive to solving my problem: $100 via Paypal for an answer that solves the 'load' problem without the suggestion of buying 1 or more extra servers.  Again, these sites worked fine with even higher traffic on a lower powered server.</p>

<p>I just recompiled apache 2.22 adding eaccelerator and zend-optimizer - no change.  The other mod I included was QOS which keeps the # of connections at a lower level.  I've had QOS working for awhile.</p>

<p>Suggestions and Requests:</p>

<p>Yes I did turn off the port to MySQL I should've mentioned that.</p>

<p>Traffic stats:</p>

<p>March bandwidth:  579.19G</p>

<p>KBytes Mar 2012: 3,194,134,948 | Dec 2011:  3,504,864,832</p>

<p>Visits Mar 2012: 920,619 | Dec 2011:  727,843</p>

<p>Pages Mar 2012: 10,231,430 | Dec 2011:  10,830,700</p>

<p>Files Mar 2012: 89,218,232 | Dec 2011: 102,862,958</p>

<p>Hits Mar 2012: 106,515,577 | Dec 2011: 120,884,007</p>

<p>Videos of Top -C during high load:
Here are AVIs of 2 'Top -c's that I took when the server was running between 30 and 40 load.</p>

<p>Download 1.5 minute / 30M clip: <a href=""http://www.mediafire.com/?yk3b5xota7l7s30"" rel=""nofollow"">http://www.mediafire.com/?yk3b5xota7l7s30</a></p>

<p>Download 30 second / 10M clip: <a href=""http://www.mediafire.com/?4c2t37i8gmd189w"" rel=""nofollow"">http://www.mediafire.com/?4c2t37i8gmd189w</a></p>

<p>Videos of MySQL Processlist during high load
Here are AVIs of 2 'Show Processlist' inside CPanel when the server was running between 60-30 load.</p>

<p>Download 2 minute / 40M clip: <a href=""http://www.mediafire.com/?ymmfe8599bx11ho"" rel=""nofollow"">http://www.mediafire.com/?ymmfe8599bx11ho</a></p>

<p>Download 30 second / 10M clip: <a href=""http://www.mediafire.com/?e675p3p1f0l65jt"" rel=""nofollow"">http://www.mediafire.com/?e675p3p1f0l65jt</a></p>

<p>DStat stats:
4 Sceeencaps taken in a row...
Links:</p>

<p><a href=""http://www.deadlyamazons.com/logs/dstat01.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/dstat01.jpg</a></p>

<p><a href=""http://www.deadlyamazons.com/logs/dstat02.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/dstat02.jpg</a></p>

<p><a href=""http://www.deadlyamazons.com/logs/dstat03.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/dstat03.jpg</a></p>

<p><a href=""http://www.deadlyamazons.com/logs/dstat04.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/dstat04.jpg</a></p>

<p>Stats placed on Joomla Board that couldn't be seen earlier:</p>

<p>netstat -alntp | grep :80 | wc -l   (1586)</p>

<p>netstat -n | grep :80 | grep SYN |wc -l  (30)</p>

<p>netstat -anp |grep .tcp\|udp. | awk '{print $5}' | cut -d: -f1 | sort | uniq -c | sort -n  (nothing)</p>

<p>netstat -alntp | awk '{print $5}' | cut -d: -f1 | sort | uniq -c | sort -n  - Report: <a href=""http://www.deadlyamazons.com/logs/netstat_alntp_awk_print_5_2.txt"" rel=""nofollow"">http://www.deadlyamazons.com/logs/netstat_alntp_awk_print_5_2.txt</a></p>

<p>netstat -alntp | grep :80  - <a href=""http://www.deadlyamazons.com/logs/netstat_alntp_grep_80_2.txt"" rel=""nofollow"">http://www.deadlyamazons.com/logs/netstat_alntp_grep_80_2.txt</a></p>

<p>Top (command line) <a href=""http://www.deadlyamazons.com/logs/top01_cli.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/top01_cli.jpg</a>
Top 2 (command line) <a href=""http://www.deadlyamazons.com/logs/top02_cli.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/top02_cli.jpg</a>
Top (WHM) <a href=""http://www.deadlyamazons.com/logs/top01_whm.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/top01_whm.jpg</a>
Top 2 (WHM) <a href=""http://www.deadlyamazons.com/logs/top02_whm.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/top02_whm.jpg</a>
IOStat (command line) <a href=""http://www.deadlyamazons.com/logs/iostat.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/iostat.jpg</a>
Daily Process Log (WHM) <a href=""http://www.deadlyamazons.com/logs/daily_process_log.jpg"" rel=""nofollow"">http://www.deadlyamazons.com/logs/daily_process_log.jpg</a>
Process Trace MYSQL (txt) (HUGE!) <a href=""http://www.deadlyamazons.com/logs/trace_mysql.txt"" rel=""nofollow"">http://www.deadlyamazons.com/logs/trace_mysql.txt</a>
Process Trace MYSQL (rtf) <a href=""http://www.deadlyamazons.com/logs/trace_mysql.rtf"" rel=""nofollow"">http://www.deadlyamazons.com/logs/trace_mysql.rtf</a>
Process Trace sxyamzn (txt) <a href=""http://www.deadlyamazons.com/logs/sexyamazonscom_indexphp.txt"" rel=""nofollow"">http://www.deadlyamazons.com/logs/sexyamazonscom_indexphp.txt</a>
Process Trace sxyamzn (rtf) <a href=""http://www.deadlyamazons.com/logs/sexyamazonscom_indexphp.rtf"" rel=""nofollow"">http://www.deadlyamazons.com/logs/sexyamazonscom_indexphp.rtf</a>
Process Trace sleepps (txt) <a href=""http://www.deadlyamazons.com/logs/sleeppeepscom_indexphp.txt"" rel=""nofollow"">http://www.deadlyamazons.com/logs/sleeppeepscom_indexphp.txt</a>
Process Trace sleepps (rtf) <a href=""http://www.deadlyamazons.com/logs/sleeppeepscom_indexphp.rtf"" rel=""nofollow"">http://www.deadlyamazons.com/logs/sleeppeepscom_indexphp.rtf</a></p>

<p>Any help would be appreciated.</p>
",linux apache2 joomla
44,Jquery add title attribute with data from JSON call,"<p>I'm trying to dynamically add titles to a number of images using values obtained from a JSON call.</p>

<p>This is what I have so far </p>

<pre><code>$("".watch_view img"").each(function() {
$.ajax({
    url: 'http://gdata.youtube.com/feeds/api/videos/T2aMBeeM4yw?v=2&amp;alt=jsonc',
    dataType: 'json',
    success: function(json) {   
    song_title = json.data.title;// song title is retrieved without issue                           
    }   
    });

   alert(song_title); //this to be removed
   //the title attr below is only added when the above alert is in place    
   $(this).attr('title', song_title);
   $(this).attr('alt', ""This works everytime""); 
   });
</code></pre>

<p>
</p>

<p>Now the above works but only when I ""stop"" the process by adding in the unwanted alert - I can only guess that the code is executing before it has retrieved the data from the JSON call (?) and the alert enables it to catch up.</p>

<p>I imagine I need another function that executes after the JSON call or for the code to go into the 'success' function but I'm not sure how to keep hold of the 'this' element if that is the case.</p>

<p>Help and advice greatly appreciated.</p>

<p>Thanks</p>

<p>Chris</p>
",jquery json attributes each
45,"How and which technology (.NET-WinForms,C++-MIDI MFC based) is the best to use for reading and writing COM Port data?","<p>I need to solve a problem for reading and writing COM Port data from MIDI application.</p>

<p>1)The software must be able to handle multiple MIDI In and MIDI Out ports simultaneously sending and receiving MIDI data without choking off performance for the application (this will include audio as well).</p>

<p>I am using a modified version of the old Mabry MIDIIO already, MFC COM server in a shared .dll, written in c++.  It is currently be compiled down into an .ocx and requires COM registration.  It is working in the Visual Studio 2008 environment</p>

<p>But A total rewrite or different solution is a viable option but of course with the fastest, most inexpensive and easiest to maintain solution.</p>

<p>Here are the questions:</p>

<p>1)What direction would you recommend COM control or .net control, .dll, multi-thread, something else and why?  If anybody having idea about MABRY Control, Do you think the Mabry control could be reworked into my new solution or would it be better to just take a totally different direction?</p>

<p>2)What is the recommendation?  an unmanaged or managed solution?</p>

<p>Regards
Usman</p>
",.net mfc midi comm
46,Data-URI's and caching,"<p>I read <a href=""http://en.wikipedia.org/wiki/Data_URI_scheme"" rel=""nofollow"">this</a> on Wikipedia:</p>

<blockquote>
  <p>Data URIs are not separately cached from their containing documents (e.g. CSS or HTML files) so data is downloaded every time the containing documents are redownloaded.</p>
</blockquote>

<p>Does this mean that my code is downloaded every single time a page is refreshed or whenever the user clicks on a navigation link? What can I do to cache the data-uri's?</p>

<p>ps - i'm just talking about 20 or so small png files (mostly silk icons but 2 * 16KB files as well)</p>
",css data-uri
47,is ssl secure on both ways?,"<p>I know that certificates that are sent by the server cant be faked (still there is MD5 collisions but costy) but what about faking the client ..
in man in the middle attack:
cant we tell the server that we are the legitimate client and take data from that server manipulate it then encrypt it again with legitimate client public key ? how does the client be sure that the data came really from the server ?</p>

<p>in theory .. can we inject any data into the response sent by the server to the client ?..</p>
",ssl https
48,Loadable Kernel Module & Notification Manager,"<p>I've successfully created and installed a loadable kernel module for my development phone.</p>

<p>Does anyone know how to make a status bar notification to the user (i.e. Notification / NotificationManager) from the kernel? </p>

<p>I understand how to create a service and use Notification / NotificationManager to generate a status bar notification. But how do you make a notification when the event is in the kernel? I'm having a problem bridging the gap. </p>

<p>A similar functionality I'm trying to achieve is like connecting to the phone via USB. When the phone detects a USB connection, a status bar notification is produced (and if debugging is enabled, it will tell you that too). How is this done? At some point the kernel sends a signal, but how is the notification generated?</p>

<p>The approach I'm going to try and implement is using the NDK. Create a library that listens/waits for a signal from my LKM, then use then create an app that's just a background service that notifies when the signal is received. </p>

<p>Is there a more elegant solution for this? And I'd like to not have to recompile the AOSP. </p>

<p>Thanks!</p>
",android android-ndk android-source
49,Upgrade iPhone 3GS from iOS 4.2.1 to 4.3.x,"<p>Hi folks I have a iPhone 3GS at 4.2.1 and want to upgrade it to 4.3.x for testing. I have read some articles about it but it seems that those are too old and cannot work. </p>

<p>Does anyone have some experience in doing this or does apple provide tutorials for developers in this?</p>

<p>A lot of thanks.</p>
",iphone ios upgrade ios4.3 iphone-3gs
50,How to control error keys using ModelStateWrapper=,"<p>I’m using the a service layer with a ModelStateWrapper as shown <a href=""http://www.asp.net/mvc/tutorials/validating-with-a-service-layer-cs"" rel=""nofollow"">here</a>.</p>

<p>What’s he proper way to control the error keys to use when validating in the service layer so they correspond to the input names in my views?</p>

<p>e.g. I have the following ViewModel for a customer:</p>

<pre><code>public class CustomerViewModel
{
    public string Name { get; set; }
    /*…*/
}
</code></pre>

<p>And the following ViewModel for some use case’s View (the user can create two customers on the fly in this use case by entering their names):</p>

<pre><code>public class SomeOtherUseCaseViewModel
{
    public CustomerViewModel BuyingCustomer { get; set; }
    public CustomerViewModel SellingCustomer { get; set; }
    /*… */
}
</code></pre>

<p>Which I use in the View like this:</p>

<pre><code>&lt;!-- … --&gt;
&lt;%: Html.EditorFor(model =&gt; model.BuyingCustomer.Name) %&gt;
&lt;%: Html.ValidationMessageFor(model =&gt; model.BuyingCustomer.Name) %&gt;
&lt;!-- … --&gt;
&lt;%: Html.EditorFor(model =&gt; model.SellingCustomer.Name) %&gt;
&lt;%: Html.ValidationMessageFor(model =&gt; model.SellingCustomer.Name) %&gt;
</code></pre>

<p>In my customer service I’ve the following validation method which gets called when creating the customer (note that this is a different Customer class, this is a domain class):</p>

<pre><code>public bool ValidateCustomer(Customer customer)
{
    /* Check if there is another customer with the same name */
    if (/*…*/)
    {
        _validationDictionary.addError(“Name”, “There is another customer with the same name”); //the _validationDictionary holds the ModelStateWrapper
        return false;
    }
}
</code></pre>

<p>Do you see my problem?</p>

<p>Depending on the View, the error should be added with the key <code>“BuyingCustomer.Name”</code> or <code>“SellingCustomer.Name”</code> (or eventually there will be two errors, one with each key) instead of just “Name”; otherwise the framework won’t properly highlight the fields and show the errors.</p>

<p><strong>What is the proper way to solve this situation neatly?</strong> I don't want to pass the ""error key prefix"" to the service layer, because that's a UI concern and not a service layer concern, (right?).</p>
",asp.net-mvc design modelstate service-layer
51,Avoid page break in theorem,"<p>I have a theorem which is half of it on another page, as I do for you automatically (without <code>\newpage</code>) get full theorem on the next page?</p>

<pre><code>\documentclass[a4paper]{book}
\usepackage[utf8]{inputenc}
\usepackage{lipsum}
\usepackage{theorem}
\newtheorem{teo}{Teorema}[chapter]

\begin{document}
\lipsum[1-5]

\begin{teo}
\lipsum[1]
\end{teo}

\end{document}
</code></pre>

<p><img src=""http://i.stack.imgur.com/Hy6nz.png"" alt=""here""></p>

<p>I have the left and I need right automatically (without <code>\newpage</code>).</p>
",page-breaking theorems
52,Why unit tests should not use database?,"<p>Reading an article <a href=""http://www.javaranch.com/unit-testing.jsp"" rel=""nofollow"">Evil Unit testing</a>, I am not exactly sure WHY the unit tests should never use DB, network or file systems. What if it an network app?</p>
",unit-testing testing theory
53,How to show that $\lim_{n\to \infty} f_n(x) = 0$.,"<p>I hate to admit it, but I don't know how to begin solving this problem: </p>

<p>Let $f\in L^1(\mathbb R)$. Let $\displaystyle f_n(x) = \frac{f(nx)}{n},~n\geqslant 1$. Then $\displaystyle \lim_{n\to \infty} f_n(x) = 0$ for almost every $x\in \mathbb{R}$. </p>

<p>Please this is not a home problem, so hints and full solutions will be very much appreciated.</p>
",real-analysis analysis measure-theory
54,How to tell emacs to open .h file in C++ mode?,"<p>What lines should I add to my _emacs (on Windows) file to have it open .h files in C++ mode?  The default is C mode.</p>

<p>Thanks,</p>

<p>kris</p>
",emacs
55,How can I modify keyboard shortcuts for Firefox?,"<p>I recently started using Firefox as my primary web browser, and I would like to change some of the default keyboard shortcuts, especially the ones used to switch between tabs. Can this be done?</p>

<p>I took a peek through the Firefox directory in ""Application Support"", as well as the application bundle itself, but nothing jumped out. Google searches have also proved fruitless.</p>

<p>Any help is appreciated!</p>

<p><em><strong>Update:</em></strong> I'm running Firefox version 3.6 for Mac OS 10.6.2</p>
",mac firefox keyboard-shortcuts customization
56,Create 8.3 name for an existing directory,"<p>I have a machine that initially had <a href=""http://support.microsoft.com/kb/121007/"">8.3 filename creation disabled</a>.  However, this was causing issues with some legacy software, so it was re-enabled.  I'm wondering if it's possible to go back and ""add"" 8.3 filenames to certain existing directories.  </p>

<p>For example, say I have a directory named ""C:\name with spaces"" and I get the following output when I run ""dir /x"":</p>

<pre><code>C:\&gt;dir /x
 Volume in drive C has no label.
 Volume Serial Number is 6873-65B8

 Directory of C:\

04/09/2010  01:57 PM    &lt;DIR&gt;                       name with spaces
...
</code></pre>

<p>I'd like to somehow add an 8.3 name for the directory without recreating it, and then get the following:</p>

<pre><code>C:\&gt;dir /x
 Volume in drive C has no label.
 Volume Serial Number is 6873-65B8

 Directory of C:\

04/09/2010  01:57 PM    &lt;DIR&gt;          NAMEWI~1     name with spaces
...
</code></pre>

<p>I tried the 'rename' command but it didn't do the trick.</p>
",ntfs filenames
57,"<textarea/> tag ""swallows"" html","<p>This is a very strange problem I've been struggling with for a few days. At first I thought it was related to something in our application, but I've stripped it down to the simplest html page and it's still happening. Basically anytime I add a  tag to a page the html after it gets rendered as it's value.  fixes the issue, but I don't understand why. I'm at a loss here, it has to be something really simple that I just don't know.</p>

<p>In the following example the paragraph tags show up as the value of the textarea. </p>

<p>I'm using IE8.</p>

<pre><code>&lt;html&gt;
&lt;head&gt;
    &lt;title&gt;About&lt;/title&gt;
&lt;/head&gt;
&lt;body&gt;

    &lt;textarea/&gt;
        &lt;p align=""center""&gt;
            test
        &lt;/p&gt;
        &lt;p align=""left""&gt;
           test
        &lt;/p&gt;


&lt;/body&gt;
</code></pre>

<p></p>
",html
58,SSRS limit length of text but keep full words,"<p>In my table I have essentially 2 columns (many more but there is an obvious left side and right side). One of the fields, FIELD1, on the left side comes from a LookupSet() and each ID can have two items from FIELD1. Using a join(lookupset(), vbcrlf) I am able to get both values for the ID and put it into one cell in the table. This works but with the vbcrlf, the row height is increased. This causes a problem because there is data on the right side which cannot have additional space between it.</p>

<p>I did a split(join(lookupset())).getValue(0) for the first row and then the row below it for value 1. With some iif statements to check errors etc, this works.</p>

<p>One problem I solved is that the values for FIELD1 can be longer than the width of the cell, but will not take up more than two. I was able to do some substring magic in oracle like:</p>

<pre><code>SELECT ID, SUBSTR(FIELD1, 1, 70) FROM....
UNION
SELECT ID, SUBSTR(FIELD1, 70) FROM ...
</code></pre>

<p>using sorting, I am able to get up to 4 rows of data per ID which I will be able to split the lookupset and get each value into the table.</p>

<p>My last problem, and hopefully someone can help with is that when I ge the substring, It can cut off words and the next row will start with the rest of the word.
Is there a way, possibly using a regex to make sure to keep words in tact, but also to ensure that the total length returned is &lt; some number of characters? I am happy to abandon any part of the approach i am currently taking if I am off track.</p>
",oracle reporting-services plsql
59,Play RTSP through VLC in VS2010 on 64bit machine,"<p>I am trying to play an RTSP stream on a Win form application on a 64 bit windows machine. I have added the VLC player as a COM component. But when i even try to play a stored video file it does not play. </p>

<pre><code>axVLCPlugin1.addTarget(""C:\\wildlife.wmv"",
                       null,
                       AXVLC.VLCPlaylistMode.VLCPlayListReplaceAndGo,
                       0);
axVLCPlugin1.play();
</code></pre>

<p>Am I missing anything?</p>
",c# visual-studio-2010 plugins rtsp vlc
60,How to get Annotation from TFS using PowerShell?,"<p>This document describes how to get the Annotation of a file from TFS: <a href=""http://msdn.microsoft.com/en-us/library/bb385979.aspx"" rel=""nofollow"">http://msdn.microsoft.com/en-us/library/bb385979.aspx</a></p>

<p>I am interested in obtaining the Annotation of a file using PowerShell. Any ideas if this is possible and if so, how one would go about doing it?</p>
",powershell tfs annotations
61,How can I can read and modify data from XML file?,"<p>Please give me the simplest way to read or modify the XML file data?</p>

<p>Currently I tried this but it throws an exception. My current code is:</p>

<pre><code> XmlDocument xml = new XmlDocument();
 xml.Load(""server.xml"");

 XmlNodeList serverlist = xml.SelectNodes(""//server"");
 foreach (XmlNode servernodes in serverlist)
 {
      string server_address = servernodes.SelectSingleNode(""addresh"").InnerText;
      string server_uname = servernodes.SelectSingleNode(""username"").InnerText;
      string server_psw = servernodes.SelectSingleNode(""password"").InnerText;
 }
</code></pre>

<p>my XML is below:</p>

<pre><code>&lt;?xml version=""1.0"" ?&gt;
&lt;server&gt;
&lt;addresh&gt;localhost&lt;/addresh&gt;
&lt;username&gt;myuser&lt;/username&gt;
&lt;password&gt;mypassword&lt;/password&gt;
&lt;/server&gt;   
</code></pre>

<p>and Exception is:</p>

<blockquote>
  <p>NullReference Exception: ""Object reference not set to an instance of an object."" </p>
</blockquote>

<p>What should i do?</p>
",c# .net xml exception-handling
62,align the tab control to the right,"<p>is there any way that i can align the tab control to the right?
by default, the tabs are to the left. can i change it to the right or centre.??</p>
",.net winforms
63,How to get the twitter picture of a user?,"<p>I am making a website in which people put in a twitter username. Now I want to load the twitterimage of the name that is put in. I have searched on the internet already but can't find a good easy way to implement this. Do i need to use some fancy twitter api or something? Any simple API's? (it is only for a simple site) or URL's with name as variable in it?</p>
",twitter twitter-api
64,Assistance with a backup solution.,"<p>I am currently needing to create a backup of something on my server. I zip the entire folder and it's about 1.5gb big...it has to be backed up every hour....</p>

<p>Alright so the size of the backup is getting bigger and bigger every day. So I need a way to backup better.</p>

<p>I'd like some suggestions on how to do this.</p>

<p>But what I was thinking was that every 3 days the third day backups are deleted. But one is kept. </p>

<p>This would mean that my backup total is 73.5gb after 3 days of backups. Then I want to keep that third day backup for 1 week. So on the 10th day it is deleted. So about 85gb of total data is backed up.</p>

<p>Ever hour for 2 days and then 1 hour from every day after that 8 times.</p>

<p>I was thinking the easiest way to do it would be move that 1 hour backup from the third day to a new folder and have a separate script for it that is run daily. However I am not sure how I would go about picking out one of them out from the others and how to delete the ones older than 2 days. </p>

<p>I would likely run these scripts as cronjobs and set them to daily.</p>

<p>I use centOS 64bit 5.7, any tips would be great....incremental backups are NOT an option.</p>

<p>Also, is there an easy way to sync my home PC to a website to download the newest file on there at a particular time? I want this for the backups. I've seen some nice php webpages where it makes a simple filemanager to download files from...perhaps something like this?  </p>
",centos backup shell cron
65,Custom provider exception: No member with username 'xxxxxxx' exists,"<p>I'm trying to create a new member on my website using the System.Web.Profile class. I keep getting the exception No member with username 'xxxxxxx' exists. How can I structure the code SO I don't receive this exception?</p>

<p>Thanks in advance.</p>

<pre><code>public static MemberProfile GetUserProfile()
        {
            return Create(Membership.GetUser().UserName) as MemberProfile;
        }


//snippet from the OnCreatingUser event
myproject.Members.MemberProfile mp = myproject.Members.MemberProfile.GetUserProfile(strUserName);
                        if (mp != null)
                        {
                            mp.AuthGuid = newUserGuid;
                            mp.secretQuestion = ((DropDownList)cuw.CreateUserStep.ContentTemplateContainer.FindControl(""Question"")).Text;
                            mp.secretAnswer = ((TextBox)cuw.CreateUserStep.ContentTemplateContainer.FindControl(""Answer"")).Text;
                            mp.isLocked = true;
                            mp.isApproved = false;
                            mp.Save();

                        Roles.AddUserToRole(strUserName, ""Retail"");
</code></pre>
",asp.net asp.net-profiles
66,What do the parentheses mean when you're declaring/calling a property?,"<p><strong>Example 1</strong>:</p>

<pre><code>function a(){
  return ""ok"";
}

function b(){
  this.c = a;
}

var d = new b();
alert(d.c()); // Result ""ok"".
</code></pre>

<p><strong>Example 2</strong>:</p>

<pre><code>function b(){
    this.c = a();
}

var d = new b();
alert(d.c); // Result ""ok"".
</code></pre>

<p>What do the parentheses mean in this case?</p>
",javascript
67,Remove left padding for a WPF ListBoxItem with GroupStyle defined for its ListBox,"<p>I have a WPF ListBox with several headings. I acheived this by having a GroupStyle in which I define how each header will look:</p>

<pre><code>&lt;ListBox DataContext=""{StaticResource MyGroups}"" ItemsSource=""{Binding}""&gt;
    &lt;ListBox.GroupStyle&gt;
        &lt;GroupStyle&gt;
            &lt;GroupStyle.HeaderTemplate&gt;
                &lt;DataTemplate&gt;
                    &lt;!-- my header stuff --&gt;
                &lt;/DataTemplate&gt;
            &lt;/GroupStyle.HeaderTemplate&gt;
        &lt;/GroupStyle&gt;
    &lt;/ListBox.GroupStyle&gt;

    &lt;!-- ListBox.ItemTemplate.. not shown --&gt;
&lt;/ListBox&gt;
</code></pre>

<p>Somehow, this causes the individual ListBoxItems to be slightly ""indented"" under their respective headers (Removing the GroupStyle removes the indentation, along with all the headers though).</p>

<p>I sort of see why they would want them indented by default, but is there anyway to remove that small left padding? I have tried to define a style for ListBoxItem to set the Padding = 0, but the outcome is the same.</p>
",c# .net wpf listbox
68,How to force the caller of the class to catch exception?,"<p>Inside my class I have a private variable that my methods use which has an exception that has to be caught.</p>

<p>How can I force the callee to handle the exception and not have me do it in my code?</p>

<pre><code>public class SomeLibImpl extends SomeLib {

   private Mongo _mongo = new Mongo();

}
</code></pre>

<p>Where Mongo throws a <code>UnknownHostException</code> that I have to handle.</p>

<p>If this is something I shouldn't be doing and there is a better way please tell me, but I also want to know how to force the callee of the class to handle the exception.</p>

<p>I thought I would do this:</p>

<pre><code>public class SomeLibImpl extends SomeLib throws UnknownHostException {
  // ..
}
</code></pre>

<p>But that doesn't compile.</p>
",java exception-handling
69,Entity Framework model-first design not won't let you edit the table mappings?,"<p>If we've been using an Entity Framework 4 model for some time, and we eventually want to switch the underlying database to a different vendor's product (say, from SQL Server to MySQL), is it simple to adjust the table and column mappings in the entity model without needing to update any of the entity class code?</p>

<p>We're trying to design code that is as database agnostic as possible, so I'd like to know in advance how much trouble we're in for if we ever switch our databases around.  Ideally, we'd like to not have to touch our applications that use our entity classes.  I can't seem to find any way in the entity designer or XML editor to adjust the underlying database column names without it giving me an error.</p>

<p>(I can, however, edit the entity's property names in the designer while leaving the database column names alone, but that's the opposite of what I need.)</p>

<p>Thanks!</p>
",entity-framework
